"pair_key","doc_id","sentence_id","start","end","text","relation_type","LSF_entity","LSF_entity_start","LSF_entity_end","disease_entity","disease_entity_start","disease_entity_end","Data_Set","section","word_count","context_text","masked_context_text","context_word_count"
"25761571 5 T2_T8","25761571",5,540,794,"Here, we used a model of individual susceptibility to junk-foods diet-induced obesity to determine whether there are pre-existing and/or diet-induced increases in attraction to and motivation for sucrose-paired cues (ie, incentive salience or 'wanting'). ","causes","junk-foods diet",594,608,"obesity",618,624,"train-set","",40,"Further, overconsumption of junk-foods leading to the development of obesity may itself heighten attraction to food cues.  Here, we used a model of individual susceptibility to junk-foods diet-induced obesity to determine whether there are pre-existing and/or diet-induced increases in attraction to and motivation for sucrose-paired cues (ie, incentive salience or 'wanting').  We also assessed diet- vs obesity-associated alterations in mesolimbic function and receptor expression. ","Further, overconsumption of junk-foods leading to the development of obesity may itself heighten attraction to food cues.  Here, we used a model of individual susceptibility to[FACTOR]t-induced[OUTCOME]y to determine whether there are pre-existing and/or diet-induced increases in attraction to and motivation for sucrose-paired cues (ie, incentive salience or 'wanting').  We also assessed diet- vs obesity-associated alterations in mesolimbic function and receptor expression.",72
"25761571 7 T13_T14","25761571",7,900,1033,"We found that rats susceptible to diet-induced obesity displayed heightened conditioned approach prior to the development of obesity. ","causes","diet",934,937,"obesity",947,953,"train-set","",19,"We also assessed diet- vs obesity-associated alterations in mesolimbic function and receptor expression.  We found that rats susceptible to diet-induced obesity displayed heightened conditioned approach prior to the development of obesity.  In addition, after junk-food diet exposure, those rats that developed obesity also showed increased willingness to gain access to a sucrose cue. ","We also assessed diet- vs obesity-associated alterations in mesolimbic function and receptor expression.  We found that rats susceptible to[FACTOR]t-induced[OUTCOME]y displayed heightened conditioned approach prior to the development of obesity.  In addition, after junk-food diet exposure, those rats that developed obesity also showed increased willingness to gain access to a sucrose cue.",56
"26093582 11 T13_T9","26093582",11,1479,1705,"Being single [adjusted odds ratio (AOR) = 2.29; 95% CI = 1.16-4.48], having flu in the past six month (AOR = 3.24; 95% CI = 1.74-6.06), preferred self-medication (AOR = 2.07; 95% CI = 1.06-4.12) were risk factors of diarrhoea. ","positive_statistical_association","Being single",1479,1490,"diarrhoea",1695,1703,"test-set","RESULTS:",38,"About 77% of the expected knowledge and attitude were observed in at least 80% of the participants, compared to only about 31% of the expected behaviours and practises.  Being single [adjusted odds ratio (AOR) = 2.29; 95% CI = 1.16-4.48], having flu in the past six month (AOR = 3.24; 95% CI = 1.74-6.06), preferred self-medication (AOR = 2.07; 95% CI = 1.06-4.12) were risk factors of diarrhoea.  Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against diarrhoea. ","About 77% of the expected knowledge and attitude were observed in at least 80% of the participants, compared to only about 31% of the expected behaviours and practises. [FACTOR]e [adjusted odds ratio (AOR) = 2.29; 95% CI = 1.16-4.48], having flu in the past six month (AOR = 3.24; 95% CI = 1.74-6.06), preferred self-medication (AOR = 2.07; 95% CI = 1.06-4.12) were risk factors of[OUTCOME]a.  Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against diarrhoea.",130
"26093582 12 T10_T12","26093582",12,1706,2083,"Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against diarrhoea. ","prevents","Washing hands",1706,1718,"diarrhoea",2073,2081,"test-set","RESULTS:",64,"Being single [adjusted odds ratio (AOR) = 2.29; 95% CI = 1.16-4.48], having flu in the past six month (AOR = 3.24; 95% CI = 1.74-6.06), preferred self-medication (AOR = 2.07; 95% CI = 1.06-4.12) were risk factors of diarrhoea.  Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against diarrhoea.  CONCLUSIONS: Good knowledge and attitude of the participants did not positively translate into high compliance and motivation to perform good hygiene practices. ","Being single [adjusted odds ratio (AOR) = 2.29; 95% CI = 1.16-4.48], having flu in the past six month (AOR = 3.24; 95% CI = 1.74-6.06), preferred self-medication (AOR = 2.07; 95% CI = 1.06-4.12) were risk factors of diarrhoea. [FACTOR]s with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against[OUTCOME]a.  CONCLUSIONS: Good knowledge and attitude of the participants did not positively translate into high compliance and motivation to perform good hygiene practices.",124
"26093582 12 T11_T12","26093582",12,1706,2083,"Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against diarrhoea. ","prevents","washing hands",1810,1822,"diarrhoea",2073,2081,"test-set","RESULTS:",64,"Being single [adjusted odds ratio (AOR) = 2.29; 95% CI = 1.16-4.48], having flu in the past six month (AOR = 3.24; 95% CI = 1.74-6.06), preferred self-medication (AOR = 2.07; 95% CI = 1.06-4.12) were risk factors of diarrhoea.  Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against diarrhoea.  CONCLUSIONS: Good knowledge and attitude of the participants did not positively translate into high compliance and motivation to perform good hygiene practices. ","Being single [adjusted odds ratio (AOR) = 2.29; 95% CI = 1.16-4.48], having flu in the past six month (AOR = 3.24; 95% CI = 1.74-6.06), preferred self-medication (AOR = 2.07; 95% CI = 1.06-4.12) were risk factors of diarrhoea.  Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82),[FACTOR]s with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against[OUTCOME]a.  CONCLUSIONS: Good knowledge and attitude of the participants did not positively translate into high compliance and motivation to perform good hygiene practices.",124
"26093582 12 T12_T23","26093582",12,1706,2083,"Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against diarrhoea. ","prevents","soap",1883,1886,"diarrhoea",2073,2081,"test-set","RESULTS:",64,"Being single [adjusted odds ratio (AOR) = 2.29; 95% CI = 1.16-4.48], having flu in the past six month (AOR = 3.24; 95% CI = 1.74-6.06), preferred self-medication (AOR = 2.07; 95% CI = 1.06-4.12) were risk factors of diarrhoea.  Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against diarrhoea.  CONCLUSIONS: Good knowledge and attitude of the participants did not positively translate into high compliance and motivation to perform good hygiene practices. ","Being single [adjusted odds ratio (AOR) = 2.29; 95% CI = 1.16-4.48], having flu in the past six month (AOR = 3.24; 95% CI = 1.74-6.06), preferred self-medication (AOR = 2.07; 95% CI = 1.06-4.12) were risk factors of diarrhoea.  Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with[FACTOR]p (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against[OUTCOME]a.  CONCLUSIONS: Good knowledge and attitude of the participants did not positively translate into high compliance and motivation to perform good hygiene practices.",124
"26093582 12 T12_T24","26093582",12,1706,2083,"Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against diarrhoea. ","prevents","hand washing",1970,1981,"diarrhoea",2073,2081,"test-set","RESULTS:",64,"Being single [adjusted odds ratio (AOR) = 2.29; 95% CI = 1.16-4.48], having flu in the past six month (AOR = 3.24; 95% CI = 1.74-6.06), preferred self-medication (AOR = 2.07; 95% CI = 1.06-4.12) were risk factors of diarrhoea.  Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and hand washing between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against diarrhoea.  CONCLUSIONS: Good knowledge and attitude of the participants did not positively translate into high compliance and motivation to perform good hygiene practices. ","Being single [adjusted odds ratio (AOR) = 2.29; 95% CI = 1.16-4.48], having flu in the past six month (AOR = 3.24; 95% CI = 1.74-6.06), preferred self-medication (AOR = 2.07; 95% CI = 1.06-4.12) were risk factors of diarrhoea.  Washing hands with water before attending to children or sick persons (AOR = 0.30; 95% CI = 0.11-0.82), washing hands with water (AOR = 0.16; 95% CI = 0.05-0.45) and water with soap (AOR = 0.29; 95% CI = 0.12-0.72) after attending to children or sick persons, and[FACTOR]g between 30 s to a minute (AOR = 0.44; 95% CI = 0.20-0.90) were protective factors against[OUTCOME]a.  CONCLUSIONS: Good knowledge and attitude of the participants did not positively translate into high compliance and motivation to perform good hygiene practices.",124
"26315001 10 T14_T32","26315001",10,1509,1723,"Eighteen cocaine-positive patients (12.7%) had early seizures compared with 6.6% of cocaine-negative patients (p = 0.003); 27 cocaine users (19%) had late seizures compared with 10.5% non-cocaine users (p = 0.001). ","positive_statistical_association","cocaine",1518,1524,"seizures",1562,1569,"train-set","RESULTS:",32,"The seizure rate was significantly higher in cocaine users (37 [26%] of 142 patients) than in non-cocaine users (151 [15.2%] of 992 patients, p = 0.001).  Eighteen cocaine-positive patients (12.7%) had early seizures compared with 6.6% of cocaine-negative patients (p = 0.003); 27 cocaine users (19%) had late seizures compared with 10.5% non-cocaine users (p = 0.001).  Factors that showed a significant association with increased risk for seizure (early or late) on univariate analysis included younger age (< 40 years) (p = 0.009), poor clinical grade (p = 0.029), associated ICH (p = 0.007), and MCA aneurysm location (p < 0.001); surgical clipping was associated with late seizures (p = 0.004). ","The seizure rate was significantly higher in cocaine users (37 [26%] of 142 patients) than in non-cocaine users (151 [15.2%] of 992 patients, p = 0.001).  Eighteen[FACTOR]e-positive patients (12.7%) had early[OUTCOME]s compared with 6.6% of cocaine-negative patients (p = 0.003); 27 cocaine users (19%) had late seizures compared with 10.5% non-cocaine users (p = 0.001).  Factors that showed a significant association with increased risk for seizure (early or late) on univariate analysis included younger age (< 40 years) (p = 0.009), poor clinical grade (p = 0.029), associated ICH (p = 0.007), and MCA aneurysm location (p < 0.001); surgical clipping was associated with late seizures (p = 0.004).",106
"26315001 10 T16_T32","26315001",10,1509,1723,"Eighteen cocaine-positive patients (12.7%) had early seizures compared with 6.6% of cocaine-negative patients (p = 0.003); 27 cocaine users (19%) had late seizures compared with 10.5% non-cocaine users (p = 0.001). ","no_relation","cocaine",1635,1641,"seizures",1562,1569,"test-set","RESULTS:",32,"The seizure rate was significantly higher in cocaine users (37 [26%] of 142 patients) than in non-cocaine users (151 [15.2%] of 992 patients, p = 0.001).  Eighteen cocaine-positive patients (12.7%) had early seizures compared with 6.6% of cocaine-negative patients (p = 0.003); 27 cocaine users (19%) had late seizures compared with 10.5% non-cocaine users (p = 0.001).  Factors that showed a significant association with increased risk for seizure (early or late) on univariate analysis included younger age (< 40 years) (p = 0.009), poor clinical grade (p = 0.029), associated ICH (p = 0.007), and MCA aneurysm location (p < 0.001); surgical clipping was associated with late seizures (p = 0.004). ","The seizure rate was significantly higher in cocaine users (37 [26%] of 142 patients) than in non-cocaine users (151 [15.2%] of 992 patients, p = 0.001).  Eighteen cocaine-positive patients (12.7%) had early[OUTCOME]s compared with 6.6% of cocaine-negative patients (p = 0.003); 27[FACTOR]e users (19%) had late seizures compared with 10.5% non-cocaine users (p = 0.001).  Factors that showed a significant association with increased risk for seizure (early or late) on univariate analysis included younger age (< 40 years) (p = 0.009), poor clinical grade (p = 0.029), associated ICH (p = 0.007), and MCA aneurysm location (p < 0.001); surgical clipping was associated with late seizures (p = 0.004).",106
"26315001 10 T16_T35","26315001",10,1509,1723,"Eighteen cocaine-positive patients (12.7%) had early seizures compared with 6.6% of cocaine-negative patients (p = 0.003); 27 cocaine users (19%) had late seizures compared with 10.5% non-cocaine users (p = 0.001). ","positive_statistical_association","cocaine",1635,1641,"seizures",1664,1671,"train-set","RESULTS:",32,"The seizure rate was significantly higher in cocaine users (37 [26%] of 142 patients) than in non-cocaine users (151 [15.2%] of 992 patients, p = 0.001).  Eighteen cocaine-positive patients (12.7%) had early seizures compared with 6.6% of cocaine-negative patients (p = 0.003); 27 cocaine users (19%) had late seizures compared with 10.5% non-cocaine users (p = 0.001).  Factors that showed a significant association with increased risk for seizure (early or late) on univariate analysis included younger age (< 40 years) (p = 0.009), poor clinical grade (p = 0.029), associated ICH (p = 0.007), and MCA aneurysm location (p < 0.001); surgical clipping was associated with late seizures (p = 0.004). ","The seizure rate was significantly higher in cocaine users (37 [26%] of 142 patients) than in non-cocaine users (151 [15.2%] of 992 patients, p = 0.001).  Eighteen cocaine-positive patients (12.7%) had early seizures compared with 6.6% of cocaine-negative patients (p = 0.003); 27[FACTOR]e users (19%) had late[OUTCOME]s compared with 10.5% non-cocaine users (p = 0.001).  Factors that showed a significant association with increased risk for seizure (early or late) on univariate analysis included younger age (< 40 years) (p = 0.009), poor clinical grade (p = 0.029), associated ICH (p = 0.007), and MCA aneurysm location (p < 0.001); surgical clipping was associated with late seizures (p = 0.004).",106
"26315001 12 T18_T34","26315001",12,2053,2403,"Following multivariate analysis, age < 40 years (OR 2.04, 95% CI 1.355-3.058, p = 0.001), poor clinical grade (OR 1.62, 95% CI 1.124-2.336, p = 0.01), ICH (OR 1.95, 95% CI 1.164-3.273, p = 0.011), MCA aneurysm location (OR 3.3, 95% CI 2.237-4.854, p < 0.001), and cocaine use (OR 2.06, 95% CI 1.330-3.175, p = 0.001) independently predicted seizures. ","positive_statistical_association","cocaine",2317,2323,"seizures",2394,2401,"train-set","RESULTS:",59,"Factors that showed a significant association with increased risk for seizure (early or late) on univariate analysis included younger age (< 40 years) (p = 0.009), poor clinical grade (p = 0.029), associated ICH (p = 0.007), and MCA aneurysm location (p < 0.001); surgical clipping was associated with late seizures (p = 0.004).  Following multivariate analysis, age < 40 years (OR 2.04, 95% CI 1.355-3.058, p = 0.001), poor clinical grade (OR 1.62, 95% CI 1.124-2.336, p = 0.01), ICH (OR 1.95, 95% CI 1.164-3.273, p = 0.011), MCA aneurysm location (OR 3.3, 95% CI 2.237-4.854, p < 0.001), and cocaine use (OR 2.06, 95% CI 1.330-3.175, p = 0.001) independently predicted seizures.  CONCLUSIONS: Cocaine use confers a higher seizure risk following aSAH and should be considered during risk stratification for seizure prophylaxis and close neuromonitoring. ","Factors that showed a significant association with increased risk for seizure (early or late) on univariate analysis included younger age (< 40 years) (p = 0.009), poor clinical grade (p = 0.029), associated ICH (p = 0.007), and MCA aneurysm location (p < 0.001); surgical clipping was associated with late seizures (p = 0.004).  Following multivariate analysis, age < 40 years (OR 2.04, 95% CI 1.355-3.058, p = 0.001), poor clinical grade (OR 1.62, 95% CI 1.124-2.336, p = 0.01), ICH (OR 1.95, 95% CI 1.164-3.273, p = 0.011), MCA aneurysm location (OR 3.3, 95% CI 2.237-4.854, p < 0.001), and[FACTOR]e use (OR 2.06, 95% CI 1.330-3.175, p = 0.001) independently predicted[OUTCOME]s.  CONCLUSIONS: Cocaine use confers a higher seizure risk following aSAH and should be considered during risk stratification for seizure prophylaxis and close neuromonitoring.",130
"26315001 13 T19_T20","26315001",13,2404,2576,"CONCLUSIONS: Cocaine use confers a higher seizure risk following aSAH and should be considered during risk stratification for seizure prophylaxis and close neuromonitoring. ","positive_statistical_association","Cocaine",2417,2423,"seizure",2446,2452,"train-set","CONCLUSIONS:",23,"Following multivariate analysis, age < 40 years (OR 2.04, 95% CI 1.355-3.058, p = 0.001), poor clinical grade (OR 1.62, 95% CI 1.124-2.336, p = 0.01), ICH (OR 1.95, 95% CI 1.164-3.273, p = 0.011), MCA aneurysm location (OR 3.3, 95% CI 2.237-4.854, p < 0.001), and cocaine use (OR 2.06, 95% CI 1.330-3.175, p = 0.001) independently predicted seizures.  CONCLUSIONS: Cocaine use confers a higher seizure risk following aSAH and should be considered during risk stratification for seizure prophylaxis and close neuromonitoring.  ","Following multivariate analysis, age < 40 years (OR 2.04, 95% CI 1.355-3.058, p = 0.001), poor clinical grade (OR 1.62, 95% CI 1.124-2.336, p = 0.01), ICH (OR 1.95, 95% CI 1.164-3.273, p = 0.011), MCA aneurysm location (OR 3.3, 95% CI 2.237-4.854, p < 0.001), and cocaine use (OR 2.06, 95% CI 1.330-3.175, p = 0.001) independently predicted seizures.  CONCLUSIONS:[FACTOR]e use confers a higher[OUTCOME]e risk following aSAH and should be considered during risk stratification for seizure prophylaxis and close neuromonitoring.",82
"26315001 13 T19_T23","26315001",13,2404,2576,"CONCLUSIONS: Cocaine use confers a higher seizure risk following aSAH and should be considered during risk stratification for seizure prophylaxis and close neuromonitoring. ","positive_statistical_association","Cocaine",2417,2423,"seizure",2530,2536,"train-set","CONCLUSIONS:",23,"Following multivariate analysis, age < 40 years (OR 2.04, 95% CI 1.355-3.058, p = 0.001), poor clinical grade (OR 1.62, 95% CI 1.124-2.336, p = 0.01), ICH (OR 1.95, 95% CI 1.164-3.273, p = 0.011), MCA aneurysm location (OR 3.3, 95% CI 2.237-4.854, p < 0.001), and cocaine use (OR 2.06, 95% CI 1.330-3.175, p = 0.001) independently predicted seizures.  CONCLUSIONS: Cocaine use confers a higher seizure risk following aSAH and should be considered during risk stratification for seizure prophylaxis and close neuromonitoring.  ","Following multivariate analysis, age < 40 years (OR 2.04, 95% CI 1.355-3.058, p = 0.001), poor clinical grade (OR 1.62, 95% CI 1.124-2.336, p = 0.01), ICH (OR 1.95, 95% CI 1.164-3.273, p = 0.011), MCA aneurysm location (OR 3.3, 95% CI 2.237-4.854, p < 0.001), and cocaine use (OR 2.06, 95% CI 1.330-3.175, p = 0.001) independently predicted seizures.  CONCLUSIONS:[FACTOR]e use confers a higher seizure risk following aSAH and should be considered during risk stratification for[OUTCOME]e prophylaxis and close neuromonitoring.",82
"26315001 4 T6_T7","26315001",4,467,578,"The purpose of this study was to evaluate the impact of recent cocaine use on seizure incidence following aSAH. ","no_relation","cocaine",530,536,"aSAH",573,576,"dev-set","OBJECTIVE:",19,"Seizure prophylaxis is controversial and is often based on risk stratification; middle cerebral artery (MCA) aneurysms, associated intracerebral hemorrhage (ICH), poor neurological grade, increased clot thickness, and cerebral infarction are considered highest risk for seizures.  The purpose of this study was to evaluate the impact of recent cocaine use on seizure incidence following aSAH.  METHODS: Prospectively collected data from aSAH patients admitted to 2 institutional neuroscience critical care units between 1991 and 2009 were reviewed. ","Seizure prophylaxis is controversial and is often based on risk stratification; middle cerebral artery (MCA) aneurysms, associated intracerebral hemorrhage (ICH), poor neurological grade, increased clot thickness, and cerebral infarction are considered highest risk for seizures.  The purpose of this study was to evaluate the impact of recent[FACTOR]e use on seizure incidence following[OUTCOME]H.  METHODS: Prospectively collected data from aSAH patients admitted to 2 institutional neuroscience critical care units between 1991 and 2009 were reviewed.",75
"26315001 6 T10_T9","26315001",6,734,1056,"The authors analyzed factors that potentially affected the incidence of seizures, including patient demographic characteristics, poor clinical grade (Hunt and Hess Grade IV or V), medical comorbidities, associated ICH, intraventricular hemorrhage (IVH), hydrocephalus, aneurysm location, surgical clipping and cocaine use. ","no_relation","cocaine",1044,1050,"hydrocephalus",988,1000,"train-set","METHODS:",40,"METHODS: Prospectively collected data from aSAH patients admitted to 2 institutional neuroscience critical care units between 1991 and 2009 were reviewed.  The authors analyzed factors that potentially affected the incidence of seizures, including patient demographic characteristics, poor clinical grade (Hunt and Hess Grade IV or V), medical comorbidities, associated ICH, intraventricular hemorrhage (IVH), hydrocephalus, aneurysm location, surgical clipping and cocaine use.  They further studied the impact of these factors on ""early"" and ""late"" seizures (defined, respectively, as occurring before and after clipping/coiling). ","METHODS: Prospectively collected data from aSAH patients admitted to 2 institutional neuroscience critical care units between 1991 and 2009 were reviewed.  The authors analyzed factors that potentially affected the incidence of seizures, including patient demographic characteristics, poor clinical grade (Hunt and Hess Grade IV or V), medical comorbidities, associated ICH, intraventricular hemorrhage (IVH),[OUTCOME]s, aneurysm location, surgical clipping and[FACTOR]e use.  They further studied the impact of these factors on ""early"" and ""late"" seizures (defined, respectively, as occurring before and after clipping/coiling).",83
"26315001 9 T12_T22","26315001",9,1355,1508,"The seizure rate was significantly higher in cocaine users (37 [26%] of 142 patients) than in non-cocaine users (151 [15.2%] of 992 patients, p = 0.001). ","positive_statistical_association","cocaine",1400,1406,"seizure",1359,1365,"train-set","RESULTS:",26,"RESULTS: Of 1134 aSAH patients studied, 182 (16%) had seizures; 81 patients (7.1%) had early and 127 (11.2%) late seizures, with 26 having both.  The seizure rate was significantly higher in cocaine users (37 [26%] of 142 patients) than in non-cocaine users (151 [15.2%] of 992 patients, p = 0.001).  Eighteen cocaine-positive patients (12.7%) had early seizures compared with 6.6% of cocaine-negative patients (p = 0.003); 27 cocaine users (19%) had late seizures compared with 10.5% non-cocaine users (p = 0.001). ","RESULTS: Of 1134 aSAH patients studied, 182 (16%) had seizures; 81 patients (7.1%) had early and 127 (11.2%) late seizures, with 26 having both.  The[OUTCOME]e rate was significantly higher in[FACTOR]e users (37 [26%] of 142 patients) than in non-cocaine users (151 [15.2%] of 992 patients, p = 0.001).  Eighteen cocaine-positive patients (12.7%) had early seizures compared with 6.6% of cocaine-negative patients (p = 0.003); 27 cocaine users (19%) had late seizures compared with 10.5% non-cocaine users (p = 0.001).",82
"26345478 12 T17_T42","26345478",12,1197,1451,"CONCLUSIONS: Because psychiatric medications often target chemical receptors involved with both sleep and substance use, understanding the association between short sleep duration and substance use in individuals with schizophrenia and SADD is important. ","no_relation","psychiatric medications",1218,1240,"schizophrenia",1415,1427,"train-set","CONCLUSIONS:",33,"Interestingly, this association was strongest among African-Americans with schizophrenia or SADD.  CONCLUSIONS: Because psychiatric medications often target chemical receptors involved with both sleep and substance use, understanding the association between short sleep duration and substance use in individuals with schizophrenia and SADD is important.  Given that the majority of premature deaths in individuals with psychotic illness are due to medical conditions associated with modifiable risk factors, prospective studies designed to examine the effect of short sleep duration on behaviors like substance use should be undertaken. ","Interestingly, this association was strongest among African-Americans with schizophrenia or SADD.  CONCLUSIONS: Because[FACTOR]s often target chemical receptors involved with both sleep and substance use, understanding the association between short sleep duration and substance use in individuals with[OUTCOME]a and SADD is important.  Given that the majority of premature deaths in individuals with psychotic illness are due to medical conditions associated with modifiable risk factors, prospective studies designed to examine the effect of short sleep duration on behaviors like substance use should be undertaken.",86
"26345478 2 T24_T44","26345478",2,113,291,"STUDY OBJECTIVES: To examine the association between substance use and short sleep duration in individuals with schizophrenia or schizoaffective disorder, depressive type (SADD). ","no_relation","substance use",166,178,"SADD",285,288,"train-set","",23," STUDY OBJECTIVES: To examine the association between substance use and short sleep duration in individuals with schizophrenia or schizoaffective disorder, depressive type (SADD).  DESIGN: Cross-sectional, retrospective study. ","STUDY OBJECTIVES: To examine the association between[FACTOR]e and short sleep duration in individuals with schizophrenia or schizoaffective disorder, depressive type [OUTCOME]D).  DESIGN: Cross-sectional, retrospective study.",28
"26345478 2 T44_T5","26345478",2,113,291,"STUDY OBJECTIVES: To examine the association between substance use and short sleep duration in individuals with schizophrenia or schizoaffective disorder, depressive type (SADD). ","no_relation","substance use",166,178,"schizophrenia",225,237,"dev-set","",23," STUDY OBJECTIVES: To examine the association between substance use and short sleep duration in individuals with schizophrenia or schizoaffective disorder, depressive type (SADD).  DESIGN: Cross-sectional, retrospective study. ","STUDY OBJECTIVES: To examine the association between[FACTOR]e and short sleep duration in individuals with[OUTCOME]a or schizoaffective disorder, depressive type (SADD).  DESIGN: Cross-sectional, retrospective study.",28
"26454559 3 T3_T5","26454559",3,227,467,"Our study examined the relation of psychological characteristics (personality, trait impulsiveness, and gambling motives) to current co-occurring mood disorder (major depression and dysthymia) status among problem and pathological gamblers. ","no_relation","gambling",331,338,"dysthymia",409,417,"train-set","OBJECTIVE:",30,"OBJECTIVE: Problem and pathological gamblers are significantly more likely to experience mood disorders, compared with the general population.  Our study examined the relation of psychological characteristics (personality, trait impulsiveness, and gambling motives) to current co-occurring mood disorder (major depression and dysthymia) status among problem and pathological gamblers.  METHOD: Problem and pathological gamblers (N = 150) underwent a clinical interview to assess current co-occurring mood disorders; participants completed measures of problem gambling severity, personality, impulsiveness, and gambling motives. ","OBJECTIVE: Problem and pathological gamblers are significantly more likely to experience mood disorders, compared with the general population.  Our study examined the relation of psychological characteristics (personality, trait impulsiveness, and[FACTOR]g motives) to current co-occurring mood disorder (major depression and[OUTCOME]a) status among problem and pathological gamblers.  METHOD: Problem and pathological gamblers (N = 150) underwent a clinical interview to assess current co-occurring mood disorders; participants completed measures of problem gambling severity, personality, impulsiveness, and gambling motives.",78
