"pair_key","doc_id","sentence_id","start","end","text","relation_type","LSF_entity","LSF_entity_start","LSF_entity_end","disease_entity","disease_entity_start","disease_entity_end","Data_Set","section","word_count","context_text","masked_context_text","context_word_count"
"28735816 2 T25_T4","28735816",2,128,417,"BACKGROUND AND AIMS: To investigate whether the progression from prediabetes to diabetes is lower among those who undertake Ningen Dock (comprehensive health checkups with lifestyle education and doctor's consultation) than those who undertake basic mandatory occupational health checkups. ","no_relation","doctor's consultation",324,344,"diabetes",208,215,"train-set","",38,"  BACKGROUND AND AIMS: To investigate whether the progression from prediabetes to diabetes is lower among those who undertake Ningen Dock (comprehensive health checkups with lifestyle education and doctor's consultation) than those who undertake basic mandatory occupational health checkups.  METHODS AND RESULTS: Subjects aged 30-69 years with complete annual data from 2008 to 2012 for either Ningen Dock or basic health checkups were enrolled.  Subjects with prediabetes (fasting plasma glucose 100-125 mg/dl or HbA1c 5.7-6.4%) at baseline were selected (14,928 in the comprehensive group and 10,433 in the basic group). ","BACKGROUND AND AIMS: To investigate whether the progression from prediabetes t[OUTCOME]es is lower among those who undertake Ningen Dock (comprehensive health checkups with lifestyle education an[FACTOR]on) than those who undertake basic mandatory occupational health checkups.  METHODS AND RESULTS: Subjects aged 30-69 years with complete annual data from 2008 to 2012 for either Ningen Dock or basic health checkups were enrolled.  Subjects with prediabetes (fasting plasma glucose 100-125 mg/dl or HbA1c 5.7-6.4%) at baseline were selected (14,928 in the comprehensive group and 10,433 in the basic group).",93
"28735816 2 T30_T4","28735816",2,128,417,"BACKGROUND AND AIMS: To investigate whether the progression from prediabetes to diabetes is lower among those who undertake Ningen Dock (comprehensive health checkups with lifestyle education and doctor's consultation) than those who undertake basic mandatory occupational health checkups. ","no_relation","comprehensive health checkups",265,293,"diabetes",208,215,"dev-set","",38,"  BACKGROUND AND AIMS: To investigate whether the progression from prediabetes to diabetes is lower among those who undertake Ningen Dock (comprehensive health checkups with lifestyle education and doctor's consultation) than those who undertake basic mandatory occupational health checkups.  METHODS AND RESULTS: Subjects aged 30-69 years with complete annual data from 2008 to 2012 for either Ningen Dock or basic health checkups were enrolled.  Subjects with prediabetes (fasting plasma glucose 100-125 mg/dl or HbA1c 5.7-6.4%) at baseline were selected (14,928 in the comprehensive group and 10,433 in the basic group). ","BACKGROUND AND AIMS: To investigate whether the progression from prediabetes t[OUTCOME]es is lower among those who undertake Ningen Dock[FACTOR]ps with lifestyle education and doctor's consultation) than those who undertake basic mandatory occupational health checkups.  METHODS AND RESULTS: Subjects aged 30-69 years with complete annual data from 2008 to 2012 for either Ningen Dock or basic health checkups were enrolled.  Subjects with prediabetes (fasting plasma glucose 100-125 mg/dl or HbA1c 5.7-6.4%) at baseline were selected (14,928 in the comprehensive group and 10,433 in the basic group).",93
"28735816 2 T3_T30","28735816",2,128,417,"BACKGROUND AND AIMS: To investigate whether the progression from prediabetes to diabetes is lower among those who undertake Ningen Dock (comprehensive health checkups with lifestyle education and doctor's consultation) than those who undertake basic mandatory occupational health checkups. ","no_relation","comprehensive health checkups",265,293,"prediabetes",193,203,"test-set","",38,"  BACKGROUND AND AIMS: To investigate whether the progression from prediabetes to diabetes is lower among those who undertake Ningen Dock (comprehensive health checkups with lifestyle education and doctor's consultation) than those who undertake basic mandatory occupational health checkups.  METHODS AND RESULTS: Subjects aged 30-69 years with complete annual data from 2008 to 2012 for either Ningen Dock or basic health checkups were enrolled.  Subjects with prediabetes (fasting plasma glucose 100-125 mg/dl or HbA1c 5.7-6.4%) at baseline were selected (14,928 in the comprehensive group and 10,433 in the basic group). ","BACKGROUND AND AIMS: To investigate whether the progression fro[OUTCOME]es to diabetes is lower among those who undertake Ningen Dock[FACTOR]ps with lifestyle education and doctor's consultation) than those who undertake basic mandatory occupational health checkups.  METHODS AND RESULTS: Subjects aged 30-69 years with complete annual data from 2008 to 2012 for either Ningen Dock or basic health checkups were enrolled.  Subjects with prediabetes (fasting plasma glucose 100-125 mg/dl or HbA1c 5.7-6.4%) at baseline were selected (14,928 in the comprehensive group and 10,433 in the basic group).",93
"28735816 9 T16_T17","28735816",9,1382,1522,"The incidence of diabetes was lower in subjects who could control their weight or start daily exercise at year 1 in the comprehensive group. ","negative_statistical_association","exercise",1476,1483,"diabetes",1399,1406,"test-set","",24,"The incidence of diabetes was lower in the comprehensive group than the basic group (2.9 vs. 3.8 cases/100 person-years, hazard ratio 0.75, 95% confidence interval 0.68-0.81 after adjustment).  Moreover, more overweight subjects controlled their body mass index (16.2% vs. 13.2%) and more began a daily exercise habit (11.8% vs. 8.5%) in the comprehensive group than in the basic group.  The incidence of diabetes was lower in subjects who could control their weight or start daily exercise at year 1 in the comprehensive group.  CONCLUSION: Progression from prediabetes to diabetes was significantly lower in subjects undertaking a comprehensive health checkup with lifestyle education.  Lifestyle education at health checkup for people with prediabetes might prevent progression to diabetes by reducing modifiable risk factors. ","The incidence of diabetes was lower in the comprehensive group than the basic group (2.9 vs. 3.8 cases/100 person-years, hazard ratio 0.75, 95% confidence interval 0.68-0.81 after adjustment).  Moreover, more overweight subjects controlled their body mass index (16.2% vs. 13.2%) and more began a daily exercise habit (11.8% vs. 8.5%) in the comprehensive group than in the basic group.  The incidence o[OUTCOME]es was lower in subjects who could control their weight or start dail[FACTOR]se at year 1 in the comprehensive group.  CONCLUSION: Progression from prediabetes to diabetes was significantly lower in subjects undertaking a comprehensive health checkup with lifestyle education.  Lifestyle education at health checkup for people with prediabetes might prevent progression to diabetes by reducing modifiable risk factors.",124
"28739540 6 T10_T22","28739540",6,660,927,"METHODS: This one year trial randomized breast cancer survivors who had a BMI of >=25kg/m(2), were sedentary and had breast-cancer-related-lymphedema to 1) exercise (weight training and aerobic exercise) 2) weight-loss 3) exercise and weight-loss 4) or control group. ","no_relation","exercise",882,889,"lymphedema",799,808,"dev-set","METHODS:",45,"The WISER Survivor trial assessed the effects of exercise and/or weight-loss on lymphedema, biomarkers of breast cancer recurrence, and quality of life.  We report on the innovative transdisciplinary design of this trial and report attrition rates.  METHODS: This one year trial randomized breast cancer survivors who had a BMI of >=25kg/m(2), were sedentary and had breast-cancer-related-lymphedema to 1) exercise (weight training and aerobic exercise) 2) weight-loss 3) exercise and weight-loss 4) or control group.  Innovative aspects included: adaptation of a community-based weight training program to a largely home-based program; use of a commercial meal replacement system as part of the lifestyle modification weight-loss program; inclusion of measures of cost-effectiveness to enable economic evaluations; and alignment with a parallel mouse model for breast cancer recurrence to enable transdisciplinary research.  In this model, mice bearing dormant residual tumor cells, which spontaneously relapse, were placed on a high-fat diet. ","The WISER Survivor trial assessed the effects of exercise and/or weight-loss on lymphedema, biomarkers of breast cancer recurrence, and quality of life.  We report on the innovative transdisciplinary design of this trial and report attrition rates.  METHODS: This one year trial randomized breast cancer survivors who had a BMI of >=25kg/m(2), were sedentary and had breast-cancer-relate[OUTCOME]ma to 1) exercise (weight training and aerobic exercise) 2) weight-loss 3[FACTOR]se and weight-loss 4) or control group.  Innovative aspects included: adaptation of a community-based weight training program to a largely home-based program; use of a commercial meal replacement system as part of the lifestyle modification weight-loss program; inclusion of measures of cost-effectiveness to enable economic evaluations; and alignment with a parallel mouse model for breast cancer recurrence to enable transdisciplinary research.  In this model, mice bearing dormant residual tumor cells, which spontaneously relapse, were placed on a high-fat diet.",160
"28739540 6 T21_T8","28739540",6,660,927,"METHODS: This one year trial randomized breast cancer survivors who had a BMI of >=25kg/m(2), were sedentary and had breast-cancer-related-lymphedema to 1) exercise (weight training and aerobic exercise) 2) weight-loss 3) exercise and weight-loss 4) or control group. ","no_relation","exercise",816,823,"breast cancer",700,712,"train-set","METHODS:",45,"The WISER Survivor trial assessed the effects of exercise and/or weight-loss on lymphedema, biomarkers of breast cancer recurrence, and quality of life.  We report on the innovative transdisciplinary design of this trial and report attrition rates.  METHODS: This one year trial randomized breast cancer survivors who had a BMI of >=25kg/m(2), were sedentary and had breast-cancer-related-lymphedema to 1) exercise (weight training and aerobic exercise) 2) weight-loss 3) exercise and weight-loss 4) or control group.  Innovative aspects included: adaptation of a community-based weight training program to a largely home-based program; use of a commercial meal replacement system as part of the lifestyle modification weight-loss program; inclusion of measures of cost-effectiveness to enable economic evaluations; and alignment with a parallel mouse model for breast cancer recurrence to enable transdisciplinary research.  In this model, mice bearing dormant residual tumor cells, which spontaneously relapse, were placed on a high-fat diet. ","The WISER Survivor trial assessed the effects of exercise and/or weight-loss on lymphedema, biomarkers of breast cancer recurrence, and quality of life.  We report on the innovative transdisciplinary design of this trial and report attrition rates.  METHODS: This one year trial randomize[OUTCOME]er survivors who had a BMI of >=25kg/m(2), were sedentary and had breast-cancer-related-lymphedema to 1[FACTOR]se (weight training and aerobic exercise) 2) weight-loss 3) exercise and weight-loss 4) or control group.  Innovative aspects included: adaptation of a community-based weight training program to a largely home-based program; use of a commercial meal replacement system as part of the lifestyle modification weight-loss program; inclusion of measures of cost-effectiveness to enable economic evaluations; and alignment with a parallel mouse model for breast cancer recurrence to enable transdisciplinary research.  In this model, mice bearing dormant residual tumor cells, which spontaneously relapse, were placed on a high-fat diet.",160
"28739540 6 T34_T8","28739540",6,660,927,"METHODS: This one year trial randomized breast cancer survivors who had a BMI of >=25kg/m(2), were sedentary and had breast-cancer-related-lymphedema to 1) exercise (weight training and aerobic exercise) 2) weight-loss 3) exercise and weight-loss 4) or control group. ","no_relation","weight training",826,840,"breast cancer",700,712,"train-set","METHODS:",45,"The WISER Survivor trial assessed the effects of exercise and/or weight-loss on lymphedema, biomarkers of breast cancer recurrence, and quality of life.  We report on the innovative transdisciplinary design of this trial and report attrition rates.  METHODS: This one year trial randomized breast cancer survivors who had a BMI of >=25kg/m(2), were sedentary and had breast-cancer-related-lymphedema to 1) exercise (weight training and aerobic exercise) 2) weight-loss 3) exercise and weight-loss 4) or control group.  Innovative aspects included: adaptation of a community-based weight training program to a largely home-based program; use of a commercial meal replacement system as part of the lifestyle modification weight-loss program; inclusion of measures of cost-effectiveness to enable economic evaluations; and alignment with a parallel mouse model for breast cancer recurrence to enable transdisciplinary research.  In this model, mice bearing dormant residual tumor cells, which spontaneously relapse, were placed on a high-fat diet. ","The WISER Survivor trial assessed the effects of exercise and/or weight-loss on lymphedema, biomarkers of breast cancer recurrence, and quality of life.  We report on the innovative transdisciplinary design of this trial and report attrition rates.  METHODS: This one year trial randomize[OUTCOME]er survivors who had a BMI of >=25kg/m(2), were sedentary and had breast-cancer-related-lymphedema to 1) exercise[FACTOR]ng and aerobic exercise) 2) weight-loss 3) exercise and weight-loss 4) or control group.  Innovative aspects included: adaptation of a community-based weight training program to a largely home-based program; use of a commercial meal replacement system as part of the lifestyle modification weight-loss program; inclusion of measures of cost-effectiveness to enable economic evaluations; and alignment with a parallel mouse model for breast cancer recurrence to enable transdisciplinary research.  In this model, mice bearing dormant residual tumor cells, which spontaneously relapse, were placed on a high-fat diet.",160
"28771983 12 T14_T18","28771983",12,1618,1876,"CONCLUSION: Healthcare providers need to be aware of the increased rate of overweight and obesity in Korean American children and initiate clinical interventions to improve obesity-risk behaviours, especially sedentary behaviour, in Korean American children. ","positive_statistical_association","sedentary behaviour",1827,1845,"obesity",1791,1797,"train-set","CONCLUSION:",35,"Sixty per cent and 88.8% of children met the recommendation of sleep on a weekday and weekend, respectively.  Only screen time was positively associated with child BMI z-score (beta = 0.08; p < .03).  CONCLUSION: Healthcare providers need to be aware of the increased rate of overweight and obesity in Korean American children and initiate clinical interventions to improve obesity-risk behaviours, especially sedentary behaviour, in Korean American children.  RELEVANCE TO CLINICAL PRACTICE: Clinical assessment and management of the risk of developing overweight and obesity as well as obesity-related behaviours are important to improve obesity-related complications in overall Korean Americans.  ","Sixty per cent and 88.8% of children met the recommendation of sleep on a weekday and weekend, respectively.  Only screen time was positively associated with child BMI z-score (beta = 0.08; p < .03).  CONCLUSION: Healthcare providers need to be aware of the increased rate of overweight and obesity in Korean American children and initiate clinical interventions to improv[OUTCOME]ty-risk behaviours, especiall[FACTOR]ur, in Korean American children.  RELEVANCE TO CLINICAL PRACTICE: Clinical assessment and management of the risk of developing overweight and obesity as well as obesity-related behaviours are important to improve obesity-related complications in overall Korean Americans.",101
"28771983 2 T19_T2","28771983",2,105,340,"AIMS AND OBJECTIVES: To describe obesity-risk behaviours (diet, physical activity and sedentary behaviour) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children. ","positive_statistical_association","physical activity",169,185,"obesity",138,144,"train-set","",34,"  AIMS AND OBJECTIVES: To describe obesity-risk behaviours (diet, physical activity and sedentary behaviour) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children.  BACKGROUND: Korean American children have a risk of becoming overweight or obese and developing obesity-related complications; however, there is limited research about obesity-risk behaviours in Korean American children.  DESIGN: A cross-sectional study. ","AIMS AND OBJECTIVES: To describ[OUTCOME]ty-risk behaviours (diet[FACTOR]ty and sedentary behaviour) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children.  BACKGROUND: Korean American children have a risk of becoming overweight or obese and developing obesity-related complications; however, there is limited research about obesity-risk behaviours in Korean American children.  DESIGN: A cross-sectional study.",69
"28771983 2 T21_T4","28771983",2,105,340,"AIMS AND OBJECTIVES: To describe obesity-risk behaviours (diet, physical activity and sedentary behaviour) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children. ","no_relation","sedentary behaviour",191,209,"obesity",249,255,"train-set","",34,"  AIMS AND OBJECTIVES: To describe obesity-risk behaviours (diet, physical activity and sedentary behaviour) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children.  BACKGROUND: Korean American children have a risk of becoming overweight or obese and developing obesity-related complications; however, there is limited research about obesity-risk behaviours in Korean American children.  DESIGN: A cross-sectional study. ","AIMS AND OBJECTIVES: To describe obesity-risk behaviours (diet, physical activity an[FACTOR]ur) and examine the relationships of th[OUTCOME]ty-risk behaviours with body mass index (BMI) in school-aged Korean American children.  BACKGROUND: Korean American children have a risk of becoming overweight or obese and developing obesity-related complications; however, there is limited research about obesity-risk behaviours in Korean American children.  DESIGN: A cross-sectional study.",69
"28771983 2 T2_T21","28771983",2,105,340,"AIMS AND OBJECTIVES: To describe obesity-risk behaviours (diet, physical activity and sedentary behaviour) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children. ","positive_statistical_association","sedentary behaviour",191,209,"obesity",138,144,"train-set","",34,"  AIMS AND OBJECTIVES: To describe obesity-risk behaviours (diet, physical activity and sedentary behaviour) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children.  BACKGROUND: Korean American children have a risk of becoming overweight or obese and developing obesity-related complications; however, there is limited research about obesity-risk behaviours in Korean American children.  DESIGN: A cross-sectional study. ","AIMS AND OBJECTIVES: To describ[OUTCOME]ty-risk behaviours (diet, physical activity an[FACTOR]ur) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children.  BACKGROUND: Korean American children have a risk of becoming overweight or obese and developing obesity-related complications; however, there is limited research about obesity-risk behaviours in Korean American children.  DESIGN: A cross-sectional study.",69
"28771983 2 T2_T3","28771983",2,105,340,"AIMS AND OBJECTIVES: To describe obesity-risk behaviours (diet, physical activity and sedentary behaviour) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children. ","positive_statistical_association","diet",163,166,"obesity",138,144,"train-set","",34,"  AIMS AND OBJECTIVES: To describe obesity-risk behaviours (diet, physical activity and sedentary behaviour) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children.  BACKGROUND: Korean American children have a risk of becoming overweight or obese and developing obesity-related complications; however, there is limited research about obesity-risk behaviours in Korean American children.  DESIGN: A cross-sectional study. ","AIMS AND OBJECTIVES: To describ[OUTCOME]ty-risk behaviours[FACTOR]et, physical activity and sedentary behaviour) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children.  BACKGROUND: Korean American children have a risk of becoming overweight or obese and developing obesity-related complications; however, there is limited research about obesity-risk behaviours in Korean American children.  DESIGN: A cross-sectional study.",69
"28771983 2 T3_T4","28771983",2,105,340,"AIMS AND OBJECTIVES: To describe obesity-risk behaviours (diet, physical activity and sedentary behaviour) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children. ","no_relation","diet",163,166,"obesity",249,255,"train-set","",34,"  AIMS AND OBJECTIVES: To describe obesity-risk behaviours (diet, physical activity and sedentary behaviour) and examine the relationships of the obesity-risk behaviours with body mass index (BMI) in school-aged Korean American children.  BACKGROUND: Korean American children have a risk of becoming overweight or obese and developing obesity-related complications; however, there is limited research about obesity-risk behaviours in Korean American children.  DESIGN: A cross-sectional study. ","AIMS AND OBJECTIVES: To describe obesity-risk behaviours[FACTOR]et, physical activity and sedentary behaviour) and examine the relationships of th[OUTCOME]ty-risk behaviours with body mass index (BMI) in school-aged Korean American children.  BACKGROUND: Korean American children have a risk of becoming overweight or obese and developing obesity-related complications; however, there is limited research about obesity-risk behaviours in Korean American children.  DESIGN: A cross-sectional study.",69
"28926373 11 T16_T17","28926373",11,1629,1856,"CONCLUSIONS: Results provide limited evidence for an association of early-life mobile source air pollution with childhood asthma incidence with a steeper concentration-response relationship observed at lower levels of exposure. ","statistical_association","air pollution",1722,1734,"asthma",1751,1756,"train-set","CONCLUSIONS:",31,"Risk differences increased with follow-up age.  Results were similar for NOX and CO and for exposure during pregnancy and the first year of life owing to high correlation.  CONCLUSIONS: Results provide limited evidence for an association of early-life mobile source air pollution with childhood asthma incidence with a steeper concentration-response relationship observed at lower levels of exposure.   ","Risk differences increased with follow-up age.  Results were similar for NOX and CO and for exposure during pregnancy and the first year of life owing to high correlation.  CONCLUSIONS: Results provide limited evidence for an association of early-life mobile sourc[FACTOR]on with childhoo[OUTCOME]ma incidence with a steeper concentration-response relationship observed at lower levels of exposure.",60
"28926373 7 T15_T24","28926373",7,1104,1338,"RESULTS: Controlling for covariates and modeling log-transformed exposure, a 2.7-fold increase in first year of life PM2.5 was associated with an absolute 4.1% (95% confidence interval, 1.6%, 6.6%) increase in risk of asthma by age 5. ","positive_statistical_association","PM2.5",1221,1225,"asthma",1322,1327,"train-set","RESULTS:",38,"Asthma was defined using diagnoses and medication dispensings from medical records.  We used binomial generalized linear regression to model the impact of exposure continuously and by quintiles on asthma risk.  RESULTS: Controlling for covariates and modeling log-transformed exposure, a 2.7-fold increase in first year of life PM2.5 was associated with an absolute 4.1% (95% confidence interval, 1.6%, 6.6%) increase in risk of asthma by age 5.  Quintile analysis showed an increase in risk from the first to second quintile, but similar risk across quintiles 2-5.  Risk differences increased with follow-up age. ","Asthma was defined using diagnoses and medication dispensings from medical records.  We used binomial generalized linear regression to model the impact of exposure continuously and by quintiles on asthma risk.  RESULTS: Controlling for covariates and modeling log-transformed exposure, a 2.7-fold increase in first year of lif[FACTOR].5 was associated with an absolute 4.1% (95% confidence interval, 1.6%, 6.6%) increase in risk o[OUTCOME]ma by age 5.  Quintile analysis showed an increase in risk from the first to second quintile, but similar risk across quintiles 2-5.  Risk differences increased with follow-up age.",95
"29149528 10 T12_T15","29149528",10,1444,1697,"Currently, only chlorhexidine mouthrinse and Listerine (an essential oil-containing mouth rinse) products, with the claim of plaque and gingivitis reduction, have been accepted for that purpose by the ADA and have a proven record of safety and efficacy. ","controls","essential oil-containing mouth rinse",1503,1538,"gingivitis",1580,1589,"dev-set","",39,"Recommending particular mouthwashes should take into consideration the patient's ability to perform good oral hygiene practices (tooth brushing and dental flossing), the condition of the patient's teeth, gingivae and oral mucosa, and the proven efficacy of the mouthwash along with its potential adverse effects.  Of the many mouth rinses available, only a few contain chemical agents that have some ability to penetrate biofilm and to kill plaque biofilm bacteria.  Currently, only chlorhexidine mouthrinse and Listerine (an essential oil-containing mouth rinse) products, with the claim of plaque and gingivitis reduction, have been accepted for that purpose by the ADA and have a proven record of safety and efficacy.  Essential oil-containing mouthrinses have been clinically proven as effective in reducing plaque and gingivitis.  Dental care professionals should spend time discussing biofilm control with their patients, and be an information source for the best oral care products. ","Recommending particular mouthwashes should take into consideration the patient's ability to perform good oral hygiene practices (tooth brushing and dental flossing), the condition of the patient's teeth, gingivae and oral mucosa, and the proven efficacy of the mouthwash along with its potential adverse effects.  Of the many mouth rinses available, only a few contain chemical agents that have some ability to penetrate biofilm and to kill plaque biofilm bacteria.  Currently, only chlorhexidine mouthrinse and Listerine (a[FACTOR]se) products, with the claim of plaque an[OUTCOME]is reduction, have been accepted for that purpose by the ADA and have a proven record of safety and efficacy.  Essential oil-containing mouthrinses have been clinically proven as effective in reducing plaque and gingivitis.  Dental care professionals should spend time discussing biofilm control with their patients, and be an information source for the best oral care products.",146
"29149528 10 T12_T33","29149528",10,1444,1697,"Currently, only chlorhexidine mouthrinse and Listerine (an essential oil-containing mouth rinse) products, with the claim of plaque and gingivitis reduction, have been accepted for that purpose by the ADA and have a proven record of safety and efficacy. ","controls","chlorhexidine mouthrinse",1460,1483,"gingivitis",1580,1589,"dev-set","",39,"Recommending particular mouthwashes should take into consideration the patient's ability to perform good oral hygiene practices (tooth brushing and dental flossing), the condition of the patient's teeth, gingivae and oral mucosa, and the proven efficacy of the mouthwash along with its potential adverse effects.  Of the many mouth rinses available, only a few contain chemical agents that have some ability to penetrate biofilm and to kill plaque biofilm bacteria.  Currently, only chlorhexidine mouthrinse and Listerine (an essential oil-containing mouth rinse) products, with the claim of plaque and gingivitis reduction, have been accepted for that purpose by the ADA and have a proven record of safety and efficacy.  Essential oil-containing mouthrinses have been clinically proven as effective in reducing plaque and gingivitis.  Dental care professionals should spend time discussing biofilm control with their patients, and be an information source for the best oral care products. ","Recommending particular mouthwashes should take into consideration the patient's ability to perform good oral hygiene practices (tooth brushing and dental flossing), the condition of the patient's teeth, gingivae and oral mucosa, and the proven efficacy of the mouthwash along with its potential adverse effects.  Of the many mouth rinses available, only a few contain chemical agents that have some ability to penetrate biofilm and to kill plaque biofilm bacteria.  Currently, onl[FACTOR]se and Listerine (an essential oil-containing mouth rinse) products, with the claim of plaque an[OUTCOME]is reduction, have been accepted for that purpose by the ADA and have a proven record of safety and efficacy.  Essential oil-containing mouthrinses have been clinically proven as effective in reducing plaque and gingivitis.  Dental care professionals should spend time discussing biofilm control with their patients, and be an information source for the best oral care products.",146
"29149528 10 T12_T34","29149528",10,1444,1697,"Currently, only chlorhexidine mouthrinse and Listerine (an essential oil-containing mouth rinse) products, with the claim of plaque and gingivitis reduction, have been accepted for that purpose by the ADA and have a proven record of safety and efficacy. ","controls","Listerine",1489,1497,"gingivitis",1580,1589,"dev-set","",39,"Recommending particular mouthwashes should take into consideration the patient's ability to perform good oral hygiene practices (tooth brushing and dental flossing), the condition of the patient's teeth, gingivae and oral mucosa, and the proven efficacy of the mouthwash along with its potential adverse effects.  Of the many mouth rinses available, only a few contain chemical agents that have some ability to penetrate biofilm and to kill plaque biofilm bacteria.  Currently, only chlorhexidine mouthrinse and Listerine (an essential oil-containing mouth rinse) products, with the claim of plaque and gingivitis reduction, have been accepted for that purpose by the ADA and have a proven record of safety and efficacy.  Essential oil-containing mouthrinses have been clinically proven as effective in reducing plaque and gingivitis.  Dental care professionals should spend time discussing biofilm control with their patients, and be an information source for the best oral care products. ","Recommending particular mouthwashes should take into consideration the patient's ability to perform good oral hygiene practices (tooth brushing and dental flossing), the condition of the patient's teeth, gingivae and oral mucosa, and the proven efficacy of the mouthwash along with its potential adverse effects.  Of the many mouth rinses available, only a few contain chemical agents that have some ability to penetrate biofilm and to kill plaque biofilm bacteria.  Currently, only chlorhexidine mouthrinse an[FACTOR]ne (an essential oil-containing mouth rinse) products, with the claim of plaque an[OUTCOME]is reduction, have been accepted for that purpose by the ADA and have a proven record of safety and efficacy.  Essential oil-containing mouthrinses have been clinically proven as effective in reducing plaque and gingivitis.  Dental care professionals should spend time discussing biofilm control with their patients, and be an information source for the best oral care products.",146
"29149528 11 T14_T23","29149528",11,1698,1810,"Essential oil-containing mouthrinses have been clinically proven as effective in reducing plaque and gingivitis. ","controls","Essential oil-containing mouthrinses",1698,1733,"gingivitis",1799,1808,"dev-set","",15,"Of the many mouth rinses available, only a few contain chemical agents that have some ability to penetrate biofilm and to kill plaque biofilm bacteria.  Currently, only chlorhexidine mouthrinse and Listerine (an essential oil-containing mouth rinse) products, with the claim of plaque and gingivitis reduction, have been accepted for that purpose by the ADA and have a proven record of safety and efficacy.  Essential oil-containing mouthrinses have been clinically proven as effective in reducing plaque and gingivitis.  Dental care professionals should spend time discussing biofilm control with their patients, and be an information source for the best oral care products.  Therefore, it is essential that dental care professionals should continue to monitor published research and work with their colleagues to make evidence-based decisions. ","Of the many mouth rinses available, only a few contain chemical agents that have some ability to penetrate biofilm and to kill plaque biofilm bacteria.  Currently, only chlorhexidine mouthrinse and Listerine (an essential oil-containing mouth rinse) products, with the claim of plaque and gingivitis reduction, have been accepted for that purpose by the ADA and have a proven record of safety and efficacy.[FACTOR]es have been clinically proven as effective in reducing plaque an[OUTCOME]is.  Dental care professionals should spend time discussing biofilm control with their patients, and be an information source for the best oral care products.  Therefore, it is essential that dental care professionals should continue to monitor published research and work with their colleagues to make evidence-based decisions.",126
"29149528 3 T16_T5","29149528",3,243,320,"Consistent good dental hygiene can help prevent gingivitis and periodontitis. ","prevents","dental hygiene",259,272,"gingivitis",291,300,"dev-set","",10," Chronic periodontitis may be a sequela of chronic gingivitis, usually because of accumulation of plaque and calculus.  Consistent good dental hygiene can help prevent gingivitis and periodontitis.  Mechanical removal of plaque through frequent and efficacious brushing and flossing is the principal means of preventing periodontal diseases and diminishing the risk of caries.  According to the American Dental Association (ADA), antimicrobial mouth-washes may provide additional oral health benefits, in addition to brushing and flossing, for preventing and reducing gingivitis and plaque. ","Chronic periodontitis may be a sequela of chronic gingivitis, usually because of accumulation of plaque and calculus.  Consistent goo[FACTOR]ne can help preven[OUTCOME]is and periodontitis.  Mechanical removal of plaque through frequent and efficacious brushing and flossing is the principal means of preventing periodontal diseases and diminishing the risk of caries.  According to the American Dental Association (ADA), antimicrobial mouth-washes may provide additional oral health benefits, in addition to brushing and flossing, for preventing and reducing gingivitis and plaque.",81
"29149528 3 T16_T6","29149528",3,243,320,"Consistent good dental hygiene can help prevent gingivitis and periodontitis. ","prevents","dental hygiene",259,272,"periodontitis",306,318,"dev-set","",10," Chronic periodontitis may be a sequela of chronic gingivitis, usually because of accumulation of plaque and calculus.  Consistent good dental hygiene can help prevent gingivitis and periodontitis.  Mechanical removal of plaque through frequent and efficacious brushing and flossing is the principal means of preventing periodontal diseases and diminishing the risk of caries.  According to the American Dental Association (ADA), antimicrobial mouth-washes may provide additional oral health benefits, in addition to brushing and flossing, for preventing and reducing gingivitis and plaque. ","Chronic periodontitis may be a sequela of chronic gingivitis, usually because of accumulation of plaque and calculus.  Consistent goo[FACTOR]ne can help prevent gingivitis an[OUTCOME]is.  Mechanical removal of plaque through frequent and efficacious brushing and flossing is the principal means of preventing periodontal diseases and diminishing the risk of caries.  According to the American Dental Association (ADA), antimicrobial mouth-washes may provide additional oral health benefits, in addition to brushing and flossing, for preventing and reducing gingivitis and plaque.",81
