"pair_key","doc_id","sentence_id","start","end","text","relation_type","LSF_entity","LSF_entity_start","LSF_entity_end","disease_entity","disease_entity_start","disease_entity_end","Data_Set","section","word_count","context_text","masked_context_text","context_word_count"
"32662678 4 T8_T9","32662678",4,397,581,"Spearman correlation and negative binomial regression modelling were used to explore the relationships between climate factors and environmental air pollutants and pneumonia incidence. ","no_relation","environmental air pollutants",528,555,"pneumonia",561,569,"test-set","",23,"Spearman correlation and negative binomial regression modelling were used to explore the relationships between climate factors and environmental air pollutants and pneumonia incidence. ","Spearman correlation and negative binomial regression modelling were used to explore the relationships between climate factors and [FACTOR] and [OUTCOME] incidence.",23
"32662678 5 T10_T19","32662678",5,582,730,"Spearman correlation shows that pneumonia incidence was positively correlated with humidity and negatively correlated with temperature, NO2, and O3. ","positive_statistical_association","humidity",665,672,"pneumonia",614,622,"train-set","",19,"Spearman correlation shows that pneumonia incidence was positively correlated with humidity and negatively correlated with temperature, NO2, and O3. ","Spearman correlation shows that [OUTCOME] incidence was positively correlated with [FACTOR] and negatively correlated with temperature, NO2, and O3.",19
"32662678 5 T10_T20","32662678",5,582,730,"Spearman correlation shows that pneumonia incidence was positively correlated with humidity and negatively correlated with temperature, NO2, and O3. ","negative_statistical_association","temperature",705,715,"pneumonia",614,622,"train-set","",19,"Spearman correlation shows that pneumonia incidence was positively correlated with humidity and negatively correlated with temperature, NO2, and O3. ","Spearman correlation shows that [OUTCOME] incidence was positively correlated with humidity and negatively correlated with [FACTOR], NO2, and O3.",19
"32662678 5 T10_T21","32662678",5,582,730,"Spearman correlation shows that pneumonia incidence was positively correlated with humidity and negatively correlated with temperature, NO2, and O3. ","negative_statistical_association","NO2",718,720,"pneumonia",614,622,"train-set","",19,"Spearman correlation shows that pneumonia incidence was positively correlated with humidity and negatively correlated with temperature, NO2, and O3. ","Spearman correlation shows that [OUTCOME] incidence was positively correlated with humidity and negatively correlated with temperature, [FACTOR], and O3.",19
"32662678 5 T10_T22","32662678",5,582,730,"Spearman correlation shows that pneumonia incidence was positively correlated with humidity and negatively correlated with temperature, NO2, and O3. ","negative_statistical_association","O3",727,728,"pneumonia",614,622,"train-set","",19,"Spearman correlation shows that pneumonia incidence was positively correlated with humidity and negatively correlated with temperature, NO2, and O3. ","Spearman correlation shows that [OUTCOME] incidence was positively correlated with humidity and negatively correlated with temperature, NO2, and [FACTOR].",19
"32662678 7 T14_T17","32662678",7,864,959,"The result of the models shows that humidity and PM10 were associated with pneumonia incidence. ","statistical_association","PM10",913,916,"pneumonia",939,947,"train-set","",15,"The result of the models shows that humidity and PM10 were associated with pneumonia incidence. ","The result of the models shows that humidity and [FACTOR] were associated with [OUTCOME] incidence.",15
"32662678 7 T14_T18","32662678",7,864,959,"The result of the models shows that humidity and PM10 were associated with pneumonia incidence. ","statistical_association","humidity",900,907,"pneumonia",939,947,"train-set","",15,"The result of the models shows that humidity and PM10 were associated with pneumonia incidence. ","The result of the models shows that [FACTOR] and PM10 were associated with [OUTCOME] incidence.",15
"32662678 8 T15_T16","32662678",8,960,1125,"To better protect the health, public health policy and risk assessment approach for pneumonia incidence should include considerations of the effect of air pollution. ","positive_statistical_association","air pollution",1111,1123,"pneumonia",1044,1052,"train-set","",24,"To better protect the health, public health policy and risk assessment approach for pneumonia incidence should include considerations of the effect of air pollution. ","To better protect the health, public health policy and risk assessment approach for [OUTCOME] incidence should include considerations of the effect of [FACTOR].",24
"32678068 2 T15_T9","32678068",2,104,271,"BACKGROUND: Low- and moderate-intensity exercise training has been shown to be effective for reducing general anxiety and anxiety sensitivity among adults with asthma. ","no_relation","Low",116,118,"asthma",264,269,"train-set","BACKGROUND:",24,"BACKGROUND: Low- and moderate-intensity exercise training has been shown to be effective for reducing general anxiety and anxiety sensitivity among adults with asthma. ","BACKGROUND: [FACTOR]- and moderate-intensity exercise training has been shown to be effective for reducing general anxiety and anxiety sensitivity among adults with [OUTCOME].",24
"32678068 2 T24_T7","32678068",2,104,271,"BACKGROUND: Low- and moderate-intensity exercise training has been shown to be effective for reducing general anxiety and anxiety sensitivity among adults with asthma. ","controls","moderate-intensity exercise training",125,160,"anxiety",226,232,"train-set","BACKGROUND:",24,"BACKGROUND: Low- and moderate-intensity exercise training has been shown to be effective for reducing general anxiety and anxiety sensitivity among adults with asthma. ","BACKGROUND: Low- and [FACTOR] has been shown to be effective for reducing general anxiety and [OUTCOME] sensitivity among adults with asthma.",24
"32678068 2 T24_T9","32678068",2,104,271,"BACKGROUND: Low- and moderate-intensity exercise training has been shown to be effective for reducing general anxiety and anxiety sensitivity among adults with asthma. ","controls","Low",116,118,"anxiety",226,232,"train-set","BACKGROUND:",24,"BACKGROUND: Low- and moderate-intensity exercise training has been shown to be effective for reducing general anxiety and anxiety sensitivity among adults with asthma. ","BACKGROUND: [FACTOR]- and moderate-intensity exercise training has been shown to be effective for reducing general anxiety and [OUTCOME] sensitivity among adults with asthma.",24
"32678068 2 T25_T7","32678068",2,104,271,"BACKGROUND: Low- and moderate-intensity exercise training has been shown to be effective for reducing general anxiety and anxiety sensitivity among adults with asthma. ","controls","moderate-intensity exercise training",125,160,"anxiety",214,220,"train-set","BACKGROUND:",24,"BACKGROUND: Low- and moderate-intensity exercise training has been shown to be effective for reducing general anxiety and anxiety sensitivity among adults with asthma. ","BACKGROUND: Low- and [FACTOR] has been shown to be effective for reducing general [OUTCOME] and anxiety sensitivity among adults with asthma.",24
"32678068 2 T25_T9","32678068",2,104,271,"BACKGROUND: Low- and moderate-intensity exercise training has been shown to be effective for reducing general anxiety and anxiety sensitivity among adults with asthma. ","controls","Low",116,118,"anxiety",214,220,"train-set","BACKGROUND:",24,"BACKGROUND: Low- and moderate-intensity exercise training has been shown to be effective for reducing general anxiety and anxiety sensitivity among adults with asthma. ","BACKGROUND: [FACTOR]- and moderate-intensity exercise training has been shown to be effective for reducing general [OUTCOME] and anxiety sensitivity among adults with asthma.",24
"32678068 3 T10_T22","32678068",3,272,495,"Exercise frequency and intensity have been shown to play an integral role in reducing anxiety sensitivity; however, less is known about the impact of high-intensity interval training (HIIT) on anxiety in adults with asthma. ","controls","intensity",295,303,"anxiety",358,364,"train-set","BACKGROUND:",35,"Exercise frequency and intensity have been shown to play an integral role in reducing anxiety sensitivity; however, less is known about the impact of high-intensity interval training (HIIT) on anxiety in adults with asthma. ","Exercise frequency and [FACTOR] have been shown to play an integral role in reducing [OUTCOME] sensitivity; however, less is known about the impact of high-intensity interval training (HIIT) on anxiety in adults with asthma.",35
"32678068 3 T22_T8","32678068",3,272,495,"Exercise frequency and intensity have been shown to play an integral role in reducing anxiety sensitivity; however, less is known about the impact of high-intensity interval training (HIIT) on anxiety in adults with asthma. ","controls","Exercise frequency",272,289,"anxiety",358,364,"train-set","BACKGROUND:",35,"Exercise frequency and intensity have been shown to play an integral role in reducing anxiety sensitivity; however, less is known about the impact of high-intensity interval training (HIIT) on anxiety in adults with asthma. ","[FACTOR] and intensity have been shown to play an integral role in reducing [OUTCOME] sensitivity; however, less is known about the impact of high-intensity interval training (HIIT) on anxiety in adults with asthma.",35
"32678068 3 T2_T23","32678068",3,272,495,"Exercise frequency and intensity have been shown to play an integral role in reducing anxiety sensitivity; however, less is known about the impact of high-intensity interval training (HIIT) on anxiety in adults with asthma. ","no_relation","high-intensity interval training",422,453,"anxiety",465,471,"dev-set","BACKGROUND:",35,"Exercise frequency and intensity have been shown to play an integral role in reducing anxiety sensitivity; however, less is known about the impact of high-intensity interval training (HIIT) on anxiety in adults with asthma. ","Exercise frequency and intensity have been shown to play an integral role in reducing anxiety sensitivity; however, less is known about the impact of [FACTOR] (HIIT) on [OUTCOME] in adults with asthma.",35
"32678068 8 T26_T5","32678068",8,1108,1198,"CONCLUSION: A 6-week HIIT intervention leads to improved anxiety among adults with asthma. ","treats","HIIT",1129,1132,"anxiety",1165,1171,"train-set","CONCLUSION:",14,"CONCLUSION: A 6-week HIIT intervention leads to improved anxiety among adults with asthma. ","CONCLUSION: A 6-week [FACTOR] intervention leads to improved [OUTCOME] among adults with asthma.",14
"32681981 5 T11_T17","32681981",5,895,1048,"Consistently short-sleepers had 1.52 times the risk of new-onset asthma by age 32 years (95% CI 1.11, 2.10) compared with consistently adequate sleepers. ","positive_statistical_association","short-sleepers",908,921,"asthma",960,965,"train-set","RESULTS:",25,"Consistently short-sleepers had 1.52 times the risk of new-onset asthma by age 32 years (95% CI 1.11, 2.10) compared with consistently adequate sleepers. ","Consistently [FACTOR] had 1.52 times the risk of new-onset [OUTCOME] by age 32 years (95% CI 1.11, 2.10) compared with consistently adequate sleepers.",25
"32681981 7 T13_T14","32681981",7,1219,1354,"CONCLUSIONS: We conclude that persistent short sleep duration is associated with an increased risk of new-onset asthma in young adults. ","negative_statistical_association","sleep duration",1266,1279,"asthma",1331,1336,"train-set","CONCLUSIONS:",21,"CONCLUSIONS: We conclude that persistent short sleep duration is associated with an increased risk of new-onset asthma in young adults. ","CONCLUSIONS: We conclude that persistent short [FACTOR] is associated with an increased risk of new-onset [OUTCOME] in young adults.",21
"32839678 20 T18_T19","32839678",20,1773,1866,"Ten of the studies had data supporting the causative link between cannabis and schizophrenia. ","causes","cannabis",1839,1846,"schizophrenia",1852,1864,"test-set","",14,"Ten of the studies had data supporting the causative link between cannabis and schizophrenia. ","Ten of the studies had data supporting the causative link between [FACTOR] and [OUTCOME].",14
"32839678 23 T23_T32","32839678",23,2042,2225,"From the current data, we can conclude that the tetrahydrocannabinol (THC) component of cannabis can be the main culprit causing psychosis and schizophrenia in the at-risk population. ","causes","tetrahydrocannabinol",2090,2109,"schizophrenia",2185,2197,"test-set","",28,"From the current data, we can conclude that the tetrahydrocannabinol (THC) component of cannabis can be the main culprit causing psychosis and schizophrenia in the at-risk population. ","From the current data, we can conclude that the [FACTOR] (THC) component of cannabis can be the main culprit causing psychosis and [OUTCOME] in the at-risk population.",28
"32839678 23 T29_T32","32839678",23,2042,2225,"From the current data, we can conclude that the tetrahydrocannabinol (THC) component of cannabis can be the main culprit causing psychosis and schizophrenia in the at-risk population. ","causes","tetrahydrocannabinol",2090,2109,"psychosis",2171,2179,"test-set","",28,"From the current data, we can conclude that the tetrahydrocannabinol (THC) component of cannabis can be the main culprit causing psychosis and schizophrenia in the at-risk population. ","From the current data, we can conclude that the [FACTOR] (THC) component of cannabis can be the main culprit causing [OUTCOME] and schizophrenia in the at-risk population.",28
"32839678 26 T24_T25","32839678",26,2476,2552,"The relation between cannabis and schizophrenia needs further investigation. ","no_relation","cannabis",2497,2504,"schizophrenia",2510,2522,"train-set","",9,"The relation between cannabis and schizophrenia needs further investigation. ","The relation between [FACTOR] and [OUTCOME] needs further investigation.",9
"32839678 9 T10_T11","32839678",9,618,699,"We want to know if marijuana is causing, exacerbating, or treating schizophrenia. ","no_relation","marijuana",637,645,"schizophrenia",685,697,"train-set","",12,"We want to know if marijuana is causing, exacerbating, or treating schizophrenia. ","We want to know if [FACTOR] is causing, exacerbating, or treating [OUTCOME].",12
"32911161 13 T25_T27","32911161",13,2167,2305,"Hence, clean drinking water provision, proper sanitation, food safety and hygiene could be critical in the current fight against COVID-19. ","controls","sanitation",2213,2222,"COVID-19",2296,2303,"train-set","",21,"Hence, clean drinking water provision, proper sanitation, food safety and hygiene could be critical in the current fight against COVID-19. ","Hence, clean drinking water provision, proper [FACTOR], food safety and hygiene could be critical in the current fight against [OUTCOME].",21
"32911161 13 T26_T27","32911161",13,2167,2305,"Hence, clean drinking water provision, proper sanitation, food safety and hygiene could be critical in the current fight against COVID-19. ","controls","hygiene",2241,2247,"COVID-19",2296,2303,"train-set","",21,"Hence, clean drinking water provision, proper sanitation, food safety and hygiene could be critical in the current fight against COVID-19. ","Hence, clean drinking water provision, proper sanitation, food safety and [FACTOR] could be critical in the current fight against [OUTCOME].",21
"32911161 13 T27_T38","32911161",13,2167,2305,"Hence, clean drinking water provision, proper sanitation, food safety and hygiene could be critical in the current fight against COVID-19. ","controls","clean drinking water",2174,2193,"COVID-19",2296,2303,"train-set","",21,"Hence, clean drinking water provision, proper sanitation, food safety and hygiene could be critical in the current fight against COVID-19. ","Hence, [FACTOR] provision, proper sanitation, food safety and hygiene could be critical in the current fight against [OUTCOME].",21
"32911161 3 T29_T7","32911161",3,227,348,"Social distancing, hand hygiene and the use of personal protective equipment dominate the current fight against COVID-19. ","controls","Social distancing",227,243,"COVID-19",339,346,"train-set","",18,"Social distancing, hand hygiene and the use of personal protective equipment dominate the current fight against COVID-19. ","[FACTOR], hand hygiene and the use of personal protective equipment dominate the current fight against [OUTCOME].",18
"32911161 3 T30_T7","32911161",3,227,348,"Social distancing, hand hygiene and the use of personal protective equipment dominate the current fight against COVID-19. ","controls","personal protective equipment",274,302,"COVID-19",339,346,"train-set","",18,"Social distancing, hand hygiene and the use of personal protective equipment dominate the current fight against COVID-19. ","Social distancing, hand hygiene and the use of [FACTOR] dominate the current fight against [OUTCOME].",18
"32911161 3 T6_T7","32911161",3,227,348,"Social distancing, hand hygiene and the use of personal protective equipment dominate the current fight against COVID-19. ","controls","hand hygiene",246,257,"COVID-19",339,346,"train-set","",18,"Social distancing, hand hygiene and the use of personal protective equipment dominate the current fight against COVID-19. ","Social distancing, [FACTOR] and the use of personal protective equipment dominate the current fight against [OUTCOME].",18
"32919449 1 T1_T2","32919449",1,1,136,"Role and Prognosis of Extracorporeal Life Support in Patients Who Develop Cardiac Arrest during or after Office-Based Cosmetic Surgery. ","causes","Cosmetic Surgery",119,134,"Cardiac Arrest",75,88,"test-set","title",20,"Role and Prognosis of Extracorporeal Life Support in Patients Who Develop Cardiac Arrest during or after Office-Based Cosmetic Surgery. ","Role and Prognosis of Extracorporeal Life Support in Patients Who Develop [OUTCOME] during or after Office-Based [FACTOR].",20
"32919449 14 T10_T11","32919449",14,1649,1827,"Conclusion: Patients who developed cardiac arrest during or after cosmetic surgery at office-based clinics experienced poor prognoses, even though ECLS was applied in most cases. ","causes","cosmetic surgery",1715,1730,"cardiac arrest",1684,1697,"test-set","Conclusion:",26,"Conclusion: Patients who developed cardiac arrest during or after cosmetic surgery at office-based clinics experienced poor prognoses, even though ECLS was applied in most cases. ","Conclusion: Patients who developed [OUTCOME] during or after [FACTOR] at office-based clinics experienced poor prognoses, even though ECLS was applied in most cases.",26
"32919449 3 T5_T6","32919449",3,261,393,"We assessed the clinical outcomes of patients who developed cardiac arrest during or after cosmetic surgery at office-based clinics. ","causes","cosmetic surgery",352,367,"cardiac arrest",321,334,"test-set","Background:",20,"We assessed the clinical outcomes of patients who developed cardiac arrest during or after cosmetic surgery at office-based clinics. ","We assessed the clinical outcomes of patients who developed [OUTCOME] during or after [FACTOR] at office-based clinics.",20
"32919449 4 T7_T8","32919449",4,394,557,"Methods: Between May 2009 and May 2016, 32 patients who developed cardiac arrest during or after treatment at cosmetic surgery clinics were consecutively enrolled. ","causes","cosmetic surgery",504,519,"cardiac arrest",460,473,"test-set","Methods:",24,"Methods: Between May 2009 and May 2016, 32 patients who developed cardiac arrest during or after treatment at cosmetic surgery clinics were consecutively enrolled. ","Methods: Between May 2009 and May 2016, 32 patients who developed [OUTCOME] during or after treatment at [FACTOR] clinics were consecutively enrolled.",24
"32955899 3 T35_T4","32955899",3,283,422,"In the progress of CKD that is closely linked to non-communicable diseases (NCDs), the role of coenzyme Q10 (CoQ10) is not fully evaluated. ","no_relation","coenzyme Q10",378,389,"non-communicable diseases",332,356,"train-set","OBJECTIVES:",24,"In the progress of CKD that is closely linked to non-communicable diseases (NCDs), the role of coenzyme Q10 (CoQ10) is not fully evaluated. ","In the progress of CKD that is closely linked to [OUTCOME] (NCDs), the role of [FACTOR] (CoQ10) is not fully evaluated.",24
"32955899 4 T27_T6","32955899",4,423,538,"We aimed to evaluate the importance of CoQ10, CoQ10/cholesterol ratio, and oxidative stress in the progress of CKD. ","no_relation","CoQ10",462,466,"CKD",534,536,"dev-set","OBJECTIVES:",19,"We aimed to evaluate the importance of CoQ10, CoQ10/cholesterol ratio, and oxidative stress in the progress of CKD. ","We aimed to evaluate the importance of [FACTOR], CoQ10/cholesterol ratio, and oxidative stress in the progress of [OUTCOME].",19
"32963328 13 T32_T33","32963328",13,2270,2477,"Those with a moderate level of television time (14 to <35 h/week) had 1.08 cm larger WCs and were 1.31 times more likely to have abdominal obesity than those with a low level of television time (<14 h/week). ","positive_statistical_association","television time",2301,2315,"abdominal obesity",2399,2415,"dev-set","RESULTS:",40,"Those with a moderate level of television time (14 to <35 h/week) had 1.08 cm larger WCs and were 1.31 times more likely to have abdominal obesity than those with a low level of television time (<14 h/week). ","Those with a moderate level of [FACTOR] (14 to <35 h/week) had 1.08 cm larger WCs and were 1.31 times more likely to have [OUTCOME] than those with a low level of television time (<14 h/week).",40
"32963328 14 T34_T36","32963328",14,2478,2748,"Those with a high level of television time (>=35 h/week) had 1.74 cm larger WCs, 0.66 kg/m(2) larger BMIs, were 1.50 times more likely to be overweight and were 1.47 times more likely to have abdominal obesity than those with a low level of television time (<14 h/week). ","positive_statistical_association","television time",2505,2519,"abdominal obesity",2670,2686,"dev-set","RESULTS:",52,"Those with a high level of television time (>=35 h/week) had 1.74 cm larger WCs, 0.66 kg/m(2) larger BMIs, were 1.50 times more likely to be overweight and were 1.47 times more likely to have abdominal obesity than those with a low level of television time (<14 h/week). ","Those with a high level of [FACTOR] (>=35 h/week) had 1.74 cm larger WCs, 0.66 kg/m(2) larger BMIs, were 1.50 times more likely to be overweight and were 1.47 times more likely to have [OUTCOME] than those with a low level of television time (<14 h/week).",52
"32963328 15 T25_T41","32963328",15,2749,2882,"Greater computer, reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or abdominal obesity. ","no_statistical_association","computer",2757,2764,"obesity",2852,2858,"dev-set","RESULTS:",19,"Greater computer, reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or abdominal obesity. ","Greater [FACTOR], reading time, and total sedentary time were not associated with WC, BMI, overweight, [OUTCOME], or abdominal obesity.",19
"32963328 15 T25_T42","32963328",15,2749,2882,"Greater computer, reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or abdominal obesity. ","no_statistical_association","reading",2767,2773,"obesity",2852,2858,"dev-set","RESULTS:",19,"Greater computer, reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or abdominal obesity. ","Greater computer, [FACTOR] time, and total sedentary time were not associated with WC, BMI, overweight, [OUTCOME], or abdominal obesity.",19
"32963328 15 T25_T43","32963328",15,2749,2882,"Greater computer, reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or abdominal obesity. ","no_statistical_association","sedentary time",2791,2804,"obesity",2852,2858,"dev-set","RESULTS:",19,"Greater computer, reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or abdominal obesity. ","Greater computer, reading time, and total [FACTOR] were not associated with WC, BMI, overweight, [OUTCOME], or abdominal obesity.",19
"32963328 15 T26_T41","32963328",15,2749,2882,"Greater computer, reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or abdominal obesity. ","no_statistical_association","computer",2757,2764,"abdominal obesity",2864,2880,"dev-set","RESULTS:",19,"Greater computer, reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or abdominal obesity. ","Greater [FACTOR], reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or [OUTCOME].",19
"32963328 15 T26_T42","32963328",15,2749,2882,"Greater computer, reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or abdominal obesity. ","no_statistical_association","reading",2767,2773,"abdominal obesity",2864,2880,"dev-set","RESULTS:",19,"Greater computer, reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or abdominal obesity. ","Greater computer, [FACTOR] time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or [OUTCOME].",19
"32963328 15 T26_T43","32963328",15,2749,2882,"Greater computer, reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or abdominal obesity. ","no_statistical_association","sedentary time",2791,2804,"abdominal obesity",2864,2880,"dev-set","RESULTS:",19,"Greater computer, reading time, and total sedentary time were not associated with WC, BMI, overweight, obesity, or abdominal obesity. ","Greater computer, reading time, and total [FACTOR] were not associated with WC, BMI, overweight, obesity, or [OUTCOME].",19
"32963328 19 T28_T29","32963328",19,3321,3527,"These findings provided strong evidence that greater television time was significantly associated with higher BMI, WC, and higher risks of overweight, abdominal obesity among Chinese reproductive-age women. ","positive_statistical_association","television time",3374,3388,"abdominal obesity",3472,3488,"dev-set","CONCLUSIONS:",28,"These findings provided strong evidence that greater television time was significantly associated with higher BMI, WC, and higher risks of overweight, abdominal obesity among Chinese reproductive-age women. ","These findings provided strong evidence that greater [FACTOR] was significantly associated with higher BMI, WC, and higher risks of overweight, [OUTCOME] among Chinese reproductive-age women.",28
"32989363 10 T15_T16","32989363",10,1296,1495,"Among those who reported work-life interference, Black men who had household income >=400% FPL had higher log-odds of overweight/obesity (beta=1.51, se=.74) compared with those with income <100% FPL. ","positive_statistical_association","household income",1363,1378,"obesity",1425,1431,"train-set","",33,"Among those who reported work-life interference, Black men who had household income >=400% FPL had higher log-odds of overweight/obesity (beta=1.51, se=.74) compared with those with income <100% FPL. ","Among those who reported work-life interference, Black men who had [FACTOR] >=400% FPL had higher log-odds of overweight/[OUTCOME] (beta=1.51, se=.74) compared with those with income <100% FPL.",33
"32989363 11 T18_T19","32989363",11,1496,1606,"There was no association between income and obesity among Black men who did not report work-life interference. ","no_statistical_association","income",1529,1534,"obesity",1540,1546,"train-set","",18,"There was no association between income and obesity among Black men who did not report work-life interference. ","There was no association between [FACTOR] and [OUTCOME] among Black men who did not report work-life interference.",18
"32989363 12 T20_T21","32989363",12,1607,1747,"The results suggest that work-life interference plays an important role in the positive association between income and obesity in Black men. ","positive_statistical_association","income",1715,1720,"obesity",1726,1732,"train-set","",22,"The results suggest that work-life interference plays an important role in the positive association between income and obesity in Black men. ","The results suggest that work-life interference plays an important role in the positive association between [FACTOR] and [OUTCOME] in Black men.",22
"32989363 12 T21_T24","32989363",12,1607,1747,"The results suggest that work-life interference plays an important role in the positive association between income and obesity in Black men. ","causes","work-life interference",1632,1653,"obesity",1726,1732,"train-set","",22,"The results suggest that work-life interference plays an important role in the positive association between income and obesity in Black men. ","The results suggest that [FACTOR] plays an important role in the positive association between income and [OUTCOME] in Black men.",22
"32989363 2 T3_T4","32989363",2,91,234,"Obesity rates increase as household income increases among Black men, yet only a few studies have sought to understand this unique association. ","positive_statistical_association","household income",117,132,"Obesity",91,97,"train-set","",22,"Obesity rates increase as household income increases among Black men, yet only a few studies have sought to understand this unique association. ","[OUTCOME] rates increase as [FACTOR] increases among Black men, yet only a few studies have sought to understand this unique association.",22
"32989363 7 T10_T9","32989363",7,711,923,"Using data from the 2015 National Health Interview Survey, the associations between household income and odds of overweight and obesity (measured by body mass index) were assessed using ordinal logit regressions. ","no_relation","household income",795,810,"obesity",839,845,"test-set","",31,"Using data from the 2015 National Health Interview Survey, the associations between household income and odds of overweight and obesity (measured by body mass index) were assessed using ordinal logit regressions. ","Using data from the 2015 National Health Interview Survey, the associations between [FACTOR] and odds of overweight and [OUTCOME] (measured by body mass index) were assessed using ordinal logit regressions.",31
"32989363 9 T13_T14","32989363",9,1098,1295,"The results of our study demonstrate that work-life interference interacts with income >=400% federal poverty level (FPL) on the log-odds of overweight/obesity (beta=2.10, standard error [se]=.87). ","statistical_association","income",1178,1183,"obesity",1250,1256,"train-set","",31,"The results of our study demonstrate that work-life interference interacts with income >=400% federal poverty level (FPL) on the log-odds of overweight/obesity (beta=2.10, standard error [se]=.87). ","The results of our study demonstrate that work-life interference interacts with [FACTOR] >=400% federal poverty level (FPL) on the log-odds of overweight/[OUTCOME] (beta=2.10, standard error [se]=.87).",31
"32989363 9 T14_T25","32989363",9,1098,1295,"The results of our study demonstrate that work-life interference interacts with income >=400% federal poverty level (FPL) on the log-odds of overweight/obesity (beta=2.10, standard error [se]=.87). ","statistical_association","work-life interference",1140,1161,"obesity",1250,1256,"train-set","",31,"The results of our study demonstrate that work-life interference interacts with income >=400% federal poverty level (FPL) on the log-odds of overweight/obesity (beta=2.10, standard error [se]=.87). ","The results of our study demonstrate that [FACTOR] interacts with income >=400% federal poverty level (FPL) on the log-odds of overweight/[OUTCOME] (beta=2.10, standard error [se]=.87).",31
"33063173 1 T1_T2","33063173",1,1,174,"ADHD subtypes are associated differently with circadian rhythms of motor activity, sleep disturbances, and body mass index in children and adolescents: a case-control study. ","statistical_association","circadian rhythms",47,63,"ADHD",1,4,"test-set","title",25,"ADHD subtypes are associated differently with circadian rhythms of motor activity, sleep disturbances, and body mass index in children and adolescents: a case-control study. ","[OUTCOME] subtypes are associated differently with [FACTOR] of motor activity, sleep disturbances, and body mass index in children and adolescents: a case-control study.",25
"33063173 1 T1_T26","33063173",1,1,174,"ADHD subtypes are associated differently with circadian rhythms of motor activity, sleep disturbances, and body mass index in children and adolescents: a case-control study. ","statistical_association","motor activity",68,81,"ADHD",1,4,"test-set","title",25,"ADHD subtypes are associated differently with circadian rhythms of motor activity, sleep disturbances, and body mass index in children and adolescents: a case-control study. ","[OUTCOME] subtypes are associated differently with circadian rhythms of [FACTOR], sleep disturbances, and body mass index in children and adolescents: a case-control study.",25
"33063173 1 T2_T21","33063173",1,1,174,"ADHD subtypes are associated differently with circadian rhythms of motor activity, sleep disturbances, and body mass index in children and adolescents: a case-control study. ","no_relation","circadian rhythms",47,63,"sleep disturbances",84,101,"train-set","title",25,"ADHD subtypes are associated differently with circadian rhythms of motor activity, sleep disturbances, and body mass index in children and adolescents: a case-control study. ","ADHD subtypes are associated differently with [FACTOR] of motor activity, [OUTCOME], and body mass index in children and adolescents: a case-control study.",25
"33063173 11 T16_T30","33063173",11,1489,1737,"Regarding patients with ADHD-inattentive, increased fragmentation of the circadian pattern was associated with inattention symptoms, and they also showed a significant increase in BMI of 2.52 kg/m(2) [95% CI 0.31, 4.73] in comparison with controls. ","positive_statistical_association","fragmentation of the circadian pattern",1541,1578,"ADHD",1513,1516,"test-set","",38,"Regarding patients with ADHD-inattentive, increased fragmentation of the circadian pattern was associated with inattention symptoms, and they also showed a significant increase in BMI of 2.52 kg/m(2) [95% CI 0.31, 4.73] in comparison with controls. ","Regarding patients with [OUTCOME]-inattentive, increased [FACTOR] was associated with inattention symptoms, and they also showed a significant increase in BMI of 2.52 kg/m(2) [95% CI 0.31, 4.73] in comparison with controls.",38
"33063173 3 T22_T28","33063173",3,349,626,"The objective was to study the circadian pattern of motor activity in subjects with ADHD (medication naive) and to investigate the relationships between alterations in circadian patterns, the ADHD subtype (combined or inattentive), sleep disturbances and body mass index (BMI). ","no_relation","motor activity",401,414,"sleep disturbances",581,598,"test-set","",40,"The objective was to study the circadian pattern of motor activity in subjects with ADHD (medication naive) and to investigate the relationships between alterations in circadian patterns, the ADHD subtype (combined or inattentive), sleep disturbances and body mass index (BMI). ","The objective was to study the circadian pattern of [FACTOR] in subjects with ADHD (medication naive) and to investigate the relationships between alterations in circadian patterns, the ADHD subtype (combined or inattentive), [OUTCOME] and body mass index (BMI).",40
"33063173 3 T7_T8","33063173",3,349,626,"The objective was to study the circadian pattern of motor activity in subjects with ADHD (medication naive) and to investigate the relationships between alterations in circadian patterns, the ADHD subtype (combined or inattentive), sleep disturbances and body mass index (BMI). ","no_relation","circadian patterns",517,534,"ADHD",541,544,"train-set","",40,"The objective was to study the circadian pattern of motor activity in subjects with ADHD (medication naive) and to investigate the relationships between alterations in circadian patterns, the ADHD subtype (combined or inattentive), sleep disturbances and body mass index (BMI). ","The objective was to study the circadian pattern of motor activity in subjects with ADHD (medication naive) and to investigate the relationships between alterations in [FACTOR], the [OUTCOME] subtype (combined or inattentive), sleep disturbances and body mass index (BMI).",40
